CYCLE,PK_RANDOM,Match,WGT,FK_EPA_RAN,NEST1_WT,EPA_OVERSAMPLE,EPA_DIVISION,C3_RESOURCE_TYPE,C1_RESOURCE_TYPE,C3_REPORTING_UNIT,C1_REPORTING_UNIT,GROUP_NAME,RANDOM_LAT,LAT_DD,LAT_MM,LAT_SS,LAT_DEC,RANDOM_LONG,LONG_DD,LONG_MM,LONG_SS,LONG_DEC,HYDROLOGIC_CODE,HYDROLOGIC_NAME,CAN_BE_SAM,EXCLUSION_CATEGORY,EXCLUSION_CRITERIA,SAMPLED_DATE,HECTARES,ANALYSIS_S,LOCATIONAL_DATUM,FK_PROJECT,DO_REGION,NNC_REGION,DO_CRIT,TN_NNC,TP_NNC,CHLA_NNC,Sample.Id,Station.No,Station.Name,Collect.Date,Sample.Type,Matrix,Water.Temperature,Water Temperature_VQ,Turbidity,Turbidity_VQ,Transparency..Secchi.Depth,Transparency (Secchi Depth)_VQ,Color..true,Color (true)_VQ,Specific.Conductance..Field,Specific Conductance  Field_VQ,Specific.Conductance,Specific Conductance_VQ,Oxygen..Dissolved..Field,Oxygen  Dissolved  Field_VQ,pH..Field,pH  Field_VQ,Alkalinity..Total..as.CaCO3,Alkalinity  Total (as CaCO3)_VQ,Total.Suspended.Solids..TSS,Total Suspended Solids (TSS)_VQ,Ammonia..Total..as.N,Ammonia  Total (as N)_VQ,Kjeldahl.Nitrogen..Total..as.N,Kjeldahl Nitrogen  Total  (as N)_VQ,Nitrate.Nitrite..Total..as.N,Nitrate+Nitrite  Total (as N)_VQ,Phosphorus..Total..as.P,Phosphorus  Total (as P)_VQ,Organic.Carbon..Total,Organic Carbon  Total_VQ,Calcium..Total,Calcium  Total_VQ,Magnesium..Total,Magnesium  Total_VQ,Sodium..Total,Sodium  Total_VQ,Potassium..Total,Potassium  Total_VQ,Chloride..Total,Chloride  Total_VQ,Sulfate..Total,Sulfate  Total_VQ,Fluoride..Total,Fluoride  Total_VQ,Coliform..Fecal..MF,Coliform  Fecal (MF)_VQ,Chlorophyll.A..Monochromatic,Chlorophyll-A (Monochromatic)_VQ,Pheophytin.A..Monochromatic,Pheophytin-A (Monochromatic)_VQ,Total.Dissolved.Solids..TDS.measured,Total Dissolved Solids (TDS measured)_VQ,Depth..Bottom.of.Waterbody..Sample.Site,Depth  Bottom of Waterbody  Sample Site_VQ,Sample.Depth,Sample Depth_VQ
3,Z4-LR-11005,Z4-LR-11005,7.014811039,FLLR17001-455,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-A,Withlacoochee,285134.7936,28,51,34.7936,28.8597,821405.5338,82,14,5.5338,-82.2349,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,5/18/2017,,O,HPGN,Z4LR1705,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1705-11,51423,Z4-LR-11005,5/18/2017 9:50,PRIMARY,WATER,28.4,,3.9,A,0.4,S,42,A,296,,292,,6.9,,7.8,,93,,5,IA,0.017,,0.82,,0.012,,0.06,,8.1,,47.2,,6.44,,8.5,,0.38,I,14,,32,,0.14,,,,6.5,,2.1,,182,A,0.4,,0.3,
3,Z4-LR-11006,Z4-LR-11006,7.014811039,FLLR17001-456,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,274114.2278,27,41,14.2278,27.6873,821449.8656,82,14,49.8656,-82.2472,3100203,LITTLE MANATEE RIVER,Y,,,5/15/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-4,51424,Z4-LR-11006,5/15/2017 14:50,PRIMARY,WATER,25.7,,1.2,,0.3,S,42,,292,,285,A,8.4,J,7.5,,56,A,3,I,0.011,,0.33,,0.47,,0.22,,5.7,,25.6,,13.2,,10.1,,4.4,,16,,51,,0.29,J,,,0.7,I,0.69,I,192,,0.3,,0.15,
3,Z4-LR-11008,Z4-LR-11008,7.014811039,FLLR17001-458,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-C,Tampa Bay Tributaries,272731.4478,27,27,31.4478,27.4587,821355.0484,82,13,55.0484,-82.232,3100202,MANATEE RIVER,Y,,,6/13/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-19,51425,Z4-LR-11008,6/13/2017 10:15,PRIMARY,WATER,24.5,,6.3,,0.6,,190,,338,,331,,6.5,,7.3,,37,,4,I,0.031,,1.2,,0.23,,0.43,,22,,34,,13.6,,8.6,,7.8,,16,,93,,0.28,,,,1.4,I,0.77,I,261,,1.4,,0.3,
3,Z4-LR-11010,Z4-LR-11010,7.014811039,FLLR17001-460,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,275447.1222,27,54,47.1222,27.9131,814912.9619,81,49,12.9619,-81.8203,3100101,PEACE RIVER,Y,,,5/16/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-5,51426,Z4-LR-11010,5/16/2017 9:40,PRIMARY,WATER,26.9,,16,,0.3,,45,A,719,,713,,1.9,,6.7,,145,,24,A,0.57,,1.8,,0.053,,0.27,,9.9,,31.5,,8.78,,99.6,,14.2,,97,,52,,0.5,,,,26,,10,,413,A,0.4,,0.3,
3,Z4-LR-11011,Z4-LR-11011,7.014811039,FLLR17001-461,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-C,Charlotte Harbor,265311.5786,26,53,11.5786,26.8865,820006.7939,82,0,6.7939,-82.0019,3100103,CHARLOTTE HARBOR,Y,,,5/22/2017,,O,HPGN,Z4LR1705,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1705-13,51427,Z4-LR-11011,5/22/2017 15:40,PRIMARY,WATER,28.4,,2.4,,2.3,S,23,,1098,J,1.04E+03,,4.6,,7.5,,226,,3,I,0.005,I,0.65,,0.004,U,0.12,,9,,109,,16.1,,86,,5.2,,180,,24,,0.29,,,,8.4,,1.7,,605,,2.3,,0.3,
3,Z4-LR-11013,Z4-LR-11013,7.014811039,FLLR17001-463,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,281108.3468,28,11,8.3468,28.1857,821103.206,82,11,3.206,-82.1842,3100205,HILLSBOROUGH RIVER,Y,,,5/10/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-2,51428,Z4-LR-11013,5/10/2017 10:35,PRIMARY,WATER,22.5,,0.4,,2.6,S,6.2,,379,,372,A,4.8,,7.3,,158,A,2,U,0.006,,0.19,I,1.3,,0.044,,1.3,,65.5,,4.3,,7.5,,0.61,I,14,,15,,0.13,,,,0.55,U,0.4,U,217,,2.6,,0.3,
3,Z4-LR-11015,Z4-LR-11015,7.014811039,FLLR17001-465,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,270634.34,27,6,34.34,27.1095,815905.968,81,59,5.968,-81.985,3100101,PEACE RIVER,Y,,,5/22/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-12,51429,Z4-LR-11015,5/22/2017 10:45,PRIMARY,WATER,28.9,,9.8,,0.5,,46,,1431,J,1.29E+03,,6.1,,7.8,,108,,19,,0.007,,1.4,,0.004,U,1.3,,15,,56.7,,35.4,,159,,11.6,,250,,140,,0.95,,,,31,,7.6,,750,,1.3,,0.3,
3,Z4-LR-11017,Z4-LR-11017,7.014811039,FLLR17001-467,62,1,,LARGE RIVER,,ZONE 4,SWFWMD-A,Withlacoochee,290214.141,29,2,14.141,29.0373,822645.4877,82,26,45.4877,-82.446,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,5/17/2017,,O,HPGN,Z4LR1705,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1705-6,51430,Z4-LR-11017,5/17/2017 10:35,PRIMARY,WATER,27.2,,1.1,A,1.9,,25,,326,J,318,A,6.9,,7.6,,121,A,2,IA,0.004,I,0.56,,0.088,,0.036,,5.4,,55.7,,6.39,,6.6,,0.43,I,12,,28,,0.12,J,,,10,,1.4,,190,A,5.9,,0.3,
3,Z4-LR-11022,Z4-LR-11022,7.014811039,FLLR17001-472,62,1,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,280326.8078,28,3,26.8078,28.0574,822220.0647,82,22,20.0647,-82.3722,3100205,HILLSBOROUGH RIVER,Y,,,5/30/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-16,51431,Z4-LR-11022,5/30/2017 11:10,PRIMARY,WATER,28.9,,1.8,,1.2,S,13,,351,,342,A,10.2,,7.7,,141,A,3,I,0.006,,0.38,,0.36,,0.039,,2.4,,58.7,,4.96,,8.5,,0.69,I,14,,16,,0.12,,,,14,,3,,201,,1.2,,0.3,
3,Z4-LR-11025,Z4-LR-11025,7.014811039,FLLR17001-475,62,1,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,275152.9657,27,51,52.9657,27.8647,821701.6051,82,17,1.6051,-82.2838,3100204,ALAFIA RIVER,Y,,,6/12/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-18,51432,Z4-LR-11025,6/12/2017 10:15,PRIMARY,WATER,24.9,,5.9,,1,,75,,606,,605,,6.2,,7.2,,65,,5,I,0.057,,0.84,,0.82,,0.6,,12,,68.2,,19.9,,26.7,,4.6,,36,,180,,1,,,,2.9,,2,,402,,3.1,,0.3,
3,Z4-LR-11026,Z4-LR-11026,7.014811039,FLLR17001-476,62,1,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,274212.7454,27,42,12.7454,27.7035,814756.3528,81,47,56.3528,-81.799,3100101,PEACE RIVER,Y,,,6/14/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-22,51433,Z4-LR-11026,6/14/2017 13:55,PRIMARY,WATER,25.7,,6,,0.5,,120,,431,,439,A,6.6,,7.2,,73,A,9,I,0.051,,1.1,,0.35,,1.1,,17,,38.1,,18.3,,23.8,,5.9,,20,,100,,0.91,,,,6.4,,4.5,,316,,1.4,,0.3,
3,Z4-LR-11028,Z4-LR-11028,7.014811039,FLLR17001-478,62,1,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,272232.1398,27,22,32.1398,27.3756,815010.7999,81,50,10.7999,-81.8363,3100101,PEACE RIVER,Y,,,6/14/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-21,51434,Z4-LR-11028,6/14/2017 10:55,PRIMARY,WATER,25.6,,9.2,,0.5,J,170,,363,,358,,5.8,,6.7,,34,,31,A,0.069,,1.3,,0.52,,0.91,,19,,36,,15.5,,12.3,,6.6,,18,,100,,0.45,,,,4,,2.9,,290,A,1.6,,0.3,
3,Z4-LR-9001,Z4-LR-9001,7.372779649,FLLR15001-451,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-A,Springs Coast,281213.2311,28,12,13.23108,28.2036753,824250.7719,82,42,50.77188,-82.7141033,3100207,CRYSTAL RIVER TO ST. PETE,Y,,,5/7/2015,,O,HGPN,Z4LR1505,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1505-2,47439,Z4-LR-9001,5/7/2015 13:35,PRIMARY,WATER,23.8,,1.4,A,0.7,,76,,455,,446,,3.9,,7,,100,,2,I,0.009,,0.59,,0.15,,0.064,,12,,46.1,,6.2,,34.1,,2.1,,62,,19,,0.1,,88,Q,11,,0.89,I,250,,1.7,,0.3,
3,Z4-LR-9002,Z4-LR-9002,7.372779649,FLLR15001-452,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,272506.605,27,25,6.60504,27.4185014,815906.0522,81,59,6.0522,-81.9850145,3100101,PEACE RIVER,Y,,,5/20/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-11,47440,Z4-LR-9002,5/20/2015 13:45,PRIMARY,WATER,28.4,,2.6,,0.4,S,180,,271,,263,A,5.5,,7.2,,64,A,12,,0.007,,1.6,,0.004,U,0.42,,31,,18.4,,11.6,,18.9,,3.9,,26,A,18,A,0.41,,16,BQ,32,,8.9,,176,,0.4,,0.2,
3,Z4-LR-9003,Z4-LR-9003,7.372779649,FLLR15001-453,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,275320.5458,27,53,20.5458,27.8890405,820025.7587,82,0,25.75872,-82.0071552,3100204,ALAFIA RIVER,Y,,,5/13/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-8,47441,Z4-LR-9003,5/13/2015 9:55,PRIMARY,WATER,25.9,,2.1,,0.5,S,34,A,932,,924,,6.5,,7.5,,126,,4,I,0.022,,0.74,,0.32,,2.9,,12,,59.1,,16.4,,103,,12.4,,140,,88,,1.4,,54,AQ,1,I,0.74,I,540,A,0.5,,0.25,
3,Z4-LR-9005,Z4-LR-9005,7.372779649,FLLR15001-455,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,272913.2022,27,29,13.20216,27.4870006,814924.312,81,49,24.312,-81.82342,3100101,PEACE RIVER,Y,,,5/21/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-13,47442,Z4-LR-9005,5/21/2015 13:15,PRIMARY,WATER,30,,2,,0.7,S,39,A,690,,675,,8.4,,7.7,,114,,4,I,0.034,,0.7,,0.25,,1.1,,12,,50.1,,21.5,,57.3,,8.7,,29,,170,,1.5,,15,BQ,3.1,,1.1,I,431,A,0.7,,0.3,
3,Z4-LR-9006,Z4-LR-9006,7.372779649,FLLR15001-456,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-C,Sarasota Bay - Peace - Myakka,270835.5384,27,8,35.53836,27.1432051,822146.827,82,21,46.827,-82.3630075,3100102,MYAKKA RIVER,Y,,,5/28/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-17,47443,Z4-LR-9006,5/28/2015 14:05,PRIMARY,WATER,29.4,,18,,0.2,,95,,629,,597,,11.7,,9.2,,40,,22,,0.019,,3.4,,0.055,,0.35,,22,,57.9,,28.1,,19.5,,8.6,,32,,210,,0.37,,10,BQ,260,,9.9,,418,,1.1,,0.3,
3,Z4-LR-9007,Z4-LR-9007,7.372779649,FLLR15001-457,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,274355.2079,27,43,55.20792,27.7320022,820138.6519,82,1,38.65188,-82.0274033,3100204,ALAFIA RIVER,Y,,,5/13/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-10,47444,Z4-LR-9007,5/13/2015 15:20,PRIMARY,WATER,29.3,,7.2,,0.5,S,44,,1125,,1.11E+03,,4.5,,7.7,,172,,11,,0.14,,2,,0.13,,0.64,,16,,82.2,,34.9,,118,,11.2,,22,,370,,2.9,,28,BQ,83,,10,,741,,0.5,,0.25,
3,Z4-LR-9009,Z4-LR-9009,7.372779649,FLLR15001-459,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,270159.5416,27,1,59.5416,27.033206,815129.1852,81,51,29.1852,-81.858107,3100101,PEACE RIVER,Y,,,5/28/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-15,47445,Z4-LR-9009,5/28/2015 10:20,PRIMARY,WATER,26.5,,4.6,,0.6,S,100,,659,,652,,7,,7.9,,107,,5,I,0.064,,1.2,,0.11,,0.16,,18,,56.5,,21.1,,37.5,,9.4,,83,,85,,0.4,,70,Q,3,,1.6,,394,A,0.6,,0.3,
3,Z4-LR-9010,Z4-LR-9010,7.372779649,FLLR15001-460,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,270225.8288,27,2,25.8288,27.040508,815923.6234,81,59,23.62344,-81.9898954,3100101,PEACE RIVER,Y,,,5/28/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-16,47446,Z4-LR-9010,5/28/2015 12:15,PRIMARY,WATER,29.2,,4.6,A,0.4,S,74,,12419,,1.16E+04,,8.1,,7.5,,72,A,6,I,0.009,,1.2,,0.004,U,0.6,,15,,113,,277,,2.11E+03,,81,,3.60E+03,,570,,0.72,,48,Q,47,A,3.8,AJ,5.84E+03,,0.4,,0.2,
3,Z4-LR-9011,Z4-LR-9011,7.372779649,FLLR15001-461,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,280536.9978,28,5,36.9978,28.0936105,821834.1924,82,18,34.19244,-82.3094979,3100205,HILLSBOROUGH RIVER,Y,,,5/12/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-5,47447,Z4-LR-9011,5/12/2015 12:15,PRIMARY,WATER,24.5,,4.8,,1,S,22,,389,,388,,9.4,,7.6,,147,,9,I,0.05,,0.64,,1.2,,0.16,,4.5,,62.9,,5.38,,11.7,,1.9,,19,,15,,0.19,,21,BQ,6.6,,3.9,,197,,1,,0.3,
3,Z4-LR-9012,Z4-LR-9012,7.372779649,FLLR15001-462,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,274523.9292,27,45,23.9292,27.756647,814644.414,81,46,44.41404,-81.7790039,3100101,PEACE RIVER,Y,,,5/13/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-9,47448,Z4-LR-9012,5/13/2015 13:00,PRIMARY,WATER,27,,4.2,A,0.3,S,74,,400,,394,,6.6,,7.4,,81,,5,I,0.031,,0.96,,0.78,,0.97,,14,,25,,11.8,,37.9,,6.5,,29,,53,,0.86,,23,BQ,2.2,,0.94,I,244,,0.3,,0.15,
3,Z4-LR-9013,Z4-LR-9013,7.372779649,FLLR15001-463,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-C,Tampa Bay Tributaries,272818.0192,27,28,18.0192,27.471672,821733.8582,82,17,33.85824,-82.2927384,3100202,MANATEE RIVER,Y,,,5/12/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-4,47449,Z4-LR-9013,5/12/2015 10:00,PRIMARY,WATER,28.1,,12,,0.6,,64,,383,,382,,10.8,,8.8,,50,,10,,0.022,,1.6,,0.006,I,0.32,,11,,36.3,,17.3,,10.3,,8,,16,,110,,0.32,,2,UQ,120,,4.7,,256,,1.5,,0.3,
3,Z4-LR-9014,Z4-LR-9014,7.372779649,FLLR15001-464,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,280900.5634,28,9,0.5634,28.1501565,821318.7543,82,13,18.75432,-82.2218762,3100205,HILLSBOROUGH RIVER,Y,,,5/12/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-7,47450,Z4-LR-9014,5/12/2015 14:40,PRIMARY,WATER,24.4,,0.5,,2.4,S,8.2,,412,,409,,8.8,,7.6,,159,,2,U,0.007,,0.26,,1.6,,0.074,,1.9,,68,,5.36,,11,,1.5,,17,,15,,0.15,,30,BQ,0.56,I,0.4,U,187,,2.4,,0.3,
3,Z4-LR-9015,Z4-LR-9015,7.372779649,FLLR15001-465,65.16388477,0,,LARGE RIVER,,ZONE 4,SWFWMD-A,Withlacoochee,283422.1722,28,34,22.17216,28.5728256,820920.2504,82,9,20.25036,-82.1556251,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,5/11/2015,,O,HGPN,Z4LR1505,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1505-3,47451,Z4-LR-9015,5/11/2015 10:05,PRIMARY,WATER,24.1,,3.3,,0.75,S,180,,195,,188,,9.4,,6.9,,79,,5,I,0.041,,0.92,,0.084,,0.054,,21,,34.7,,1.89,,6.2,,0.3,U,13,,1.1,,0.082,I,78,Q,1.5,I,0.59,I,128,A,0.75,,0.3,
3,Z4-LR-9017,Z4-LR-9017,7.372779649,FLLR15001-467,65.16388477,1,,LARGE RIVER,,ZONE 4,SWFWMD-A,Springs Coast,281245.49,28,12,45.48996,28.2126361,824033.7804,82,40,33.78036,-82.6760501,3100207,CRYSTAL RIVER TO ST. PETE,Y,,,5/7/2015,,O,HGPN,Z4LR1505,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1505-1,47452,Z4-LR-9017,5/7/2015 11:25,PRIMARY,WATER,22.7,,3.4,,1,,79,,311,,304,,5.2,,7.2,,111,,6,I,0.048,,0.62,,0.1,,0.072,,11,,47.7,,4.1,,10.5,,1.3,,19,,11,,0.11,,150,BQ,0.55,U,0.4,U,170,,1.3,,0.3,
3,Z4-LR-9018,Z4-LR-9018,7.372779649,FLLR15001-468,65.16388477,1,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,272146.7298,27,21,46.7298,27.3629805,815811.0204,81,58,11.02044,-81.9697279,3100101,PEACE RIVER,Y,,,5/21/2015,,O,HGPN,Z4LR1505,Peninsula,West Central,38,1.65,0.49,20,Z4LR1505-12,47453,Z4-LR-9018,5/21/2015 10:30,PRIMARY,WATER,26.4,,2.6,,0.4,S,77,,406,,398,A,4.8,,6.7,,50,A,5,I,0.11,,0.75,,0.065,,0.75,,12,,38.5,,16.4,,11.9,,4.3,,25,,94,,0.49,,40,Q,2.3,,1.4,,278,A,0.4,,0.2,
3,Z4-SS-10002,Z4-SS-10002,34.114624,FLSS16001-452,301.5201231,0,,SMALL STREAM,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,271657.1703,27,16,57.17028,27.28255,815202.149,81,52,2.14896,-81.86726,3100101,PEACE RIVER,Y,,,8/9/2016,,O,HGPN,Z4SS1607,Peninsula,West Central,38,1.65,0.49,20,Z4SS1607-11,49661,Z4-SS-10002,42591.52222,PRIMARY,WATER,24.9,,3.3,,0.23,S,130,,523,,526,,7.3,,6.9,,45,,8,I,0.022,G,1,,1.9,,0.27,,17,,57.1,,23.4,,9.8,,11.2,,23,,160,,0.29,,850,BQ,0.79,U,0.65,I,371,,0.23,,0.1,
3,Z4-SS-10004,Z4-SS-10004,34.114624,FLSS16001-454,301.5201231,0,,SMALL STREAM,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,273528.2206,27,35,28.22064,27.59117,814924.3124,81,49,24.31236,-81.82342,3100101,PEACE RIVER,Y,,,7/26/2016,,O,HGPN,Z4SS1607,Peninsula,West Central,38,1.65,0.49,20,Z4SS1607-4,49662,Z4-SS-10004,42577.41667,PRIMARY,WATER,26.5,,5.5,A,0.25,S,280,,179,,175,,6.4,,6.9,,25,,8,I,0.032,,1.7,,0.88,,1.7,,29,,16.5,,6.47,,8.1,,5.5,,21,,17,,0.2,,2000,Q,1.3,I,1.2,I,170,A,0.25,,0.12,
3,Z4-SS-10005,Z4-SS-10005,34.114624,FLSS16001-455,301.5201231,0,,SMALL STREAM,,ZONE 4,SWFWMD-B,Tampa Bay,280302.4617,28,3,2.46168,28.05068,823341.2423,82,33,41.24232,-82.56146,3100206,TAMPA BAY,Y,,,8/1/2016,,O,HGPN,Z4SS1607,Peninsula,Peninsula,38,1.54,0.12,20,Z4SS1607-16,49663,Z4-SS-10005,42583.45486,PRIMARY,WATER,28.4,,4,,1.2,S,110,,253,,247,,6.4,,6.8,,40,,8,I,0.029,G,0.8,,0.13,,0.063,,15,,20.3,,2.41,,27.3,,3.7,,38,,14,,0.13,,440,Q,2.2,,2.1,,166,,1.2,,0.3,
3,Z4-SS-10012,Z4-SS-10012,34.114624,FLSS16001-462,301.5201231,0,,SMALL STREAM,,ZONE 4,SWFWMD-A,Withlacoochee,285736.2639,28,57,36.26388,28.96007,821353.0447,82,13,53.04468,-82.2314,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,7/18/2016,,O,HGPN,Z4SS1607,Peninsula,Peninsula,38,1.54,0.12,20,Z4SS1607-2,49664,Z4-SS-10012,42569.43403,PRIMARY,WATER,23.7,,0.6,,0.2,S,2.5,U,347,,338,A,4.9,,7.5,,130,A,2,I,0.006,G,0.35,,1.6,,0.038,,0.5,U,57,,7.61,,5,,0.52,I,7.8,,28,,0.13,,320,Q,1.4,I,1.5,,178,,0.2,,0.1,
3,Z4-SS-10013,Z4-SS-10013,34.114624,FLSS16001-463,301.5201231,0,,SMALL STREAM,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,272244.6934,27,22,44.6934,27.37908,814659.975,81,46,59.97504,-81.78333,3100101,PEACE RIVER,Y,,,7/26/2016,,O,HGPN,Z4SS1607,Peninsula,West Central,38,1.65,0.49,20,Z4SS1607-5,49665,Z4-SS-10013,42577.49306,PRIMARY,WATER,27.9,,2.9,,,O,260,,116,,113,,4.7,,6.3,,20,,3,I,0.021,G,1.2,,0.12,,0.46,,25,,10.3,,4.61,,5.4,,4.2,,11,,11,,0.12,,530,Q,1.8,,0.55,I,123,,3.7,,0.3,
3,Z4-SS-10014,Z4-SS-10014,34.114624,FLSS16001-464,301.5201231,0,,SMALL STREAM,,ZONE 4,SWFWMD-C,Tampa Bay Tributaries,272924.5504,27,29,24.55044,27.49015,821121.053,82,11,21.05304,-82.18918,3100202,MANATEE RIVER,Y,,,8/1/2016,,O,HGPN,Z4SS1607,Peninsula,West Central,38,1.65,0.49,20,Z4SS1607-9,49666,Z4-SS-10014,42583.57639,PRIMARY,WATER,26.4,,13,,0.2,,320,,120,,116,,6.7,,6.7,,20,,10,I,0.014,G,1.1,,0.25,,0.35,,23,,10.9,,4.93,,6.2,,4.2,,10,,14,,0.2,,270,Q,0.92,U,0.67,U,107,,1.1,,0.3,
3,Z4-SS-10017,Z4-SS-10017,34.114624,FLSS16001-467,301.5201231,1,,SMALL STREAM,,ZONE 4,SWFWMD-A,Springs Coast,274854.6368,27,48,54.63684,27.81518,824421.2323,82,44,21.23232,-82.73923,3100207,CRYSTAL RIVER TO ST. PETE,Y,,,7/14/2016,,O,HGPN,Z4SS1607,Peninsula,Peninsula,38,1.54,0.12,20,Z4SS1607-1,49667,Z4-SS-10017,42565.44167,PRIMARY,WATER,29.7,,3.2,A,0.9,,37,,291,,276,,2.7,,7.5,,66,,3,I,0.11,,0.63,,0.28,,0.12,,7.2,,32.2,,3.38,,18.4,,2,,34,,13,,0.14,,6500,BQ,8.2,,2.3,,134,,1,,0.3,
3,Z4-SS-10029,Z4-SS-10029,34.114624,FLSS16001-479,301.5201231,1,,SMALL STREAM,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,272729.8541,27,27,29.85408,27.45829,814655.6547,81,46,55.65468,-81.78213,3100101,PEACE RIVER,Y,,,7/27/2016,,O,HGPN,Z4SS1607,Peninsula,West Central,38,1.65,0.49,20,Z4SS1607-8,49668,Z4-SS-10029,42578.46528,PRIMARY,WATER,28.2,,5,,0.4,S,380,,94,,92,,4.7,,5.7,,22,,10,,0.005,G,1.7,,0.004,I,0.39,,30,,9.9,,4.13,,4.8,,1.8,,9.9,,3.4,,0.098,I,300,Q,9.2,,2.3,,93,,0.4,,0.2,
